ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?"
1065577103,2022-01-21 13:12:29,2022-01-21 13:12:29,Мужской,более 50,малый город (до 50 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Полностью не согласен,Затрудняюсь ответить,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,1.0,1.0,1.0,3.0,10.0,1.0,6.0,1.0,8.0,8.0,Гражданская платформа
1065576645,2022-01-21 13:12:10,2022-01-21 13:12:10,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Полностью согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,1.0,10.0,10.0,1.0,5.0,10.0,10.0,1.0,1.0,5.0,КПРФ
1065576533,2022-01-21 13:12:06,2022-01-21 13:12:06,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Никогда бы не посетил,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,5.0,2.0,2.0,6.0,6.0,1.0,6.0,2.0,Коммунистическая партия Коммунисты России
1065576358,2022-01-21 13:11:59,2022-01-21 13:11:59,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее согласен,Одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,2.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,Единая Россия
1065576153,2022-01-21 13:11:51,2022-01-21 13:11:51,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,,,,Иммигранта,,,Полностью согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,10.0,1.0,5.0,6.0,9.0,10.0,3.0,8.0,1.0,1.0,6.0,Коммунистическая партия Коммунисты России
1065575386,2022-01-21 13:11:20,2022-01-21 13:11:20,Мужской,30-49,малый город (до 50 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью согласен,"Ни согласен, ни несогласен",Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Полностью доверяю,Скорее не согласен,Одобряю,Очень часто,Мы должны пускать всех желающих,Скорее доверяю,2.0,1.0,2.0,2.0,2.0,8.0,1.0,8.0,5.0,1.0,5.0,Единая Россия
1065575296,2022-01-21 13:11:16,2022-01-21 13:11:16,Мужской,более 50,посёлок городского типа,male_50,Наркозависимого,,,,,,Полностью согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,5.0,4.0,8.0,3.0,5.0,9.0,5.0,5.0,5.0,5.0,Родина
1065575251,2022-01-21 13:11:15,2022-01-21 13:11:15,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Затрудняюсь ответить,Очень часто,Затрудняюсь ответить,Скорее не доверяю,1.0,2.0,4.0,4.0,2.0,10.0,10.0,8.0,1.0,6.0,5.0,Зелёные
1065573912,2022-01-21 13:10:18,2022-01-21 13:10:18,Женский,более 50,малый город (до 50 тыс. жителей),female_50,,,,,,Не против любого из перечисленных,Полностью согласен,Полностью согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Скорее не доверяю,Абсолютно согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,4.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,Единая Россия
1065415950,2022-01-21 11:20:14,2022-01-21 11:20:14,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,4.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,3.0,Единая Россия
1065350193,2022-01-21 10:30:29,2022-01-21 10:30:29,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Скорее не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,3.0,9.0,5.0,8.0,7.0,8.0,2.0,5.0,8.0,6.0,7.0,КПРФ
1065164159,2022-01-21 07:36:10,2022-01-21 07:36:10,Женский,более 50,малый город (до 50 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,Человека другой религии,,Скорее согласен,Затрудняюсь ответить,Скорее согласен,Затрудняюсь ответить,Скорее доверяю,Скорее не доверяю,Скорее согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,5.0,1.0,1.0,3.0,2.0,3.0,3.0,6.0,1.0,3.0,2.0,Единая Россия
1065134387,2022-01-21 06:55:39,2022-01-21 06:55:39,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,4.0,1.0,4.0,3.0,6.0,8.0,4.0,8.0,2.0,1.0,6.0,Партия пенсионеров
1064789269,2022-01-20 20:41:21,2022-01-20 20:41:21,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,,,,,,Не против любого из перечисленных,Скорее не согласен,Полностью не согласен,Абсолютно согласен,Мог бы посетить,Полностью доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,10.0,1.0,10.0,5.0,5.0,1.0,10.0,10.0,Единая Россия
1064777808,2022-01-20 20:33:12,2022-01-20 20:33:12,Женский,более 50,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью согласен,Скорее не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Абсолютно согласен,Одобряю,Очень часто,Затрудняюсь ответить,Затрудняюсь ответить,1.0,10.0,10.0,1.0,1.0,10.0,10.0,10.0,1.0,10.0,1.0,КПРФ
1064702275,2022-01-20 19:36:42,2022-01-20 19:36:42,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,Справедливая Россия - За Правду
1064676255,2022-01-20 19:18:06,2022-01-20 19:18:06,Женский,более 50,посёлок городского типа,female_50,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,6.0,1.0,10.0,6.0,8.0,5.0,5.0,2.0,Единая Россия
1064665243,2022-01-20 19:10:01,2022-01-20 19:10:01,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,Мы должны пускать всех желающих,Скорее доверяю,1.0,2.0,7.0,3.0,10.0,3.0,1.0,8.0,1.0,3.0,1.0,Единая Россия
1064623618,2022-01-20 18:38:56,2022-01-20 18:38:56,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,,,Гомосексуала,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Затрудняюсь ответить,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,10.0,7.0,4.0,10.0,10.0,1.0,5.0,1.0,5.0,КПРФ
1064618845,2022-01-20 18:35:32,2022-01-20 18:35:32,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,,Человека другой расы,,,,,Скорее не согласен,Скорее не согласен,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,9.0,4.0,9.0,7.0,6.0,4.0,5.0,5.0,Единая Россия
1064568594,2022-01-20 17:58:24,2022-01-20 17:58:24,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью не согласен,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Запретить приезжать сюда из других стран,Скорее не доверяю,1.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,2.0,4.0,2.0,Партия пенсионеров
1064339521,2022-01-20 15:26:21,2022-01-20 15:26:21,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,2.0,6.0,1.0,3.0,4.0,6.0,4.0,8.0,8.0,Партия пенсионеров
1063973590,2022-01-20 11:38:01,2022-01-20 11:38:01,Женский,более 50,малый город (до 50 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Запретить приезжать сюда из других стран,Скорее не доверяю,1.0,5.0,5.0,10.0,5.0,10.0,5.0,5.0,10.0,10.0,5.0,КПРФ
1063897380,2022-01-20 10:47:09,2022-01-20 10:47:09,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,,,,,Человека другой религии,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Абсолютно не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,6.0,1.0,7.0,1.0,1.0,6.0,6.0,10.0,6.0,1.0,6.0,Справедливая Россия - За Правду
1063801175,2022-01-20 09:37:51,2022-01-20 09:37:51,Женский,более 50,посёлок городского типа,female_50,Наркозависимого,,,,,,Полностью не согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,1.0,1.0,1.0,1.0,5.0,5.0,1.0,7.0,1.0,1.0,1.0,Единая Россия
1063770834,2022-01-20 09:14:20,2022-01-20 09:14:20,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,,,,,,Не против любого из перечисленных,Скорее согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,1.0,6.0,6.0,5.0,6.0,10.0,9.0,2.0,9.0,6.0,Единая Россия
1063732421,2022-01-20 08:42:07,2022-01-20 08:42:07,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,,,,,,Не против любого из перечисленных,Затрудняюсь ответить,Полностью не согласен,Затрудняюсь ответить,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно не доверяю,1.0,1.0,1.0,10.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,Справедливая Россия - За Правду
1063643518,2022-01-20 07:05:49,2022-01-20 07:05:49,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,4.0,1.0,7.0,10.0,7.0,3.0,3.0,1.0,Зелёные
1063241388,2022-01-19 20:29:42,2022-01-19 20:29:42,Мужской,более 50,малый город (до 50 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,3.0,2.0,1.0,5.0,4.0,6.0,4.0,2.0,6.0,Единая Россия
1063054225,2022-01-19 18:25:03,2022-01-19 18:25:03,Женский,более 50,средний город (50-100 тыс. жителей),female_50,,,,,,Не против любого из перечисленных,Полностью не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Скорее доверяю,1.0,1.0,1.0,1.0,1.0,10.0,10.0,5.0,1.0,10.0,1.0,ЛДПР
1062986789,2022-01-19 17:39:44,2022-01-19 17:39:44,Женский,более 50,посёлок городского типа,female_50,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,7.0,1.0,1.0,10.0,3.0,5.0,1.0,5.0,4.0,Единая Россия
1062858491,2022-01-19 16:17:21,2022-01-19 16:17:21,Женский,более 50,малый город (до 50 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Абсолютно согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно доверяю,1.0,1.0,1.0,1.0,10.0,6.0,1.0,10.0,1.0,1.0,5.0,Единая Россия
1062733581,2022-01-19 15:00:52,2022-01-19 15:00:52,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Абсолютно не согласен,Уже посещал,Полностью не доверяю,Полностью не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,3.0,3.0,4.0,3.0,4.0,9.0,5.0,2.0,5.0,3.0,ПАРНАС
1062687841,2022-01-19 14:33:05,2022-01-19 14:33:05,Женский,30-49,средний город (50-100 тыс. жителей),female_50,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,Партия пенсионеров
1062171444,2022-01-19 08:53:36,2022-01-19 08:53:36,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,4.0,1.0,6.0,7.0,7.0,6.0,8.0,7.0,Партия пенсионеров
1062090309,2022-01-19 07:39:28,2022-01-19 07:39:28,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Одобряю,Не очень часто,Запретить приезжать сюда из других стран,Скорее доверяю,5.0,2.0,2.0,2.0,2.0,6.0,1.0,5.0,1.0,2.0,5.0,Партия пенсионеров
1061894401,2022-01-19 00:15:07,2022-01-19 00:15:08,Женский,более 50,посёлок городского типа,female_50,Наркозависимого,,,,,,Полностью согласен,Затрудняюсь ответить,Скорее согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Затрудняюсь ответить,1.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,Зелёные
1061861660,2022-01-18 23:30:30,2022-01-18 23:30:30,Мужской,более 50,сельский населённый пункт,male_50,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее не согласен,Мог бы посетить,Полностью не доверяю,Скорее доверяю,Абсолютно не согласен,Не одобряю,Очень часто,Мы должны пускать всех желающих,Затрудняюсь ответить,1.0,2.0,10.0,10.0,3.0,10.0,7.0,2.0,3.0,5.0,8.0,Яблоко
1061812584,2022-01-18 22:42:44,2022-01-18 22:42:44,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,,,Человека другой религии,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,3.0,6.0,4.0,8.0,5.0,7.0,8.0,7.0,7.0,8.0,9.0,Справедливая Россия - За Правду
1061795022,2022-01-18 22:27:40,2022-01-18 22:27:40,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Полностью доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,8.0,3.0,5.0,3.0,10.0,4.0,2.0,1.0,Единая Россия
1061785691,2022-01-18 22:19:54,2022-01-18 22:19:54,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,3.0,7.0,4.0,1.0,8.0,8.0,9.0,3.0,4.0,4.0,Единая Россия
1061712666,2022-01-18 21:24:56,2022-01-18 21:24:56,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Затрудняюсь ответить,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,1.0,10.0,1.0,5.0,7.0,7.0,5.0,10.0,1.0,Зелёные
1061570012,2022-01-18 19:51:01,2022-01-18 19:51:01,Мужской,более 50,малый город (до 50 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,4.0,7.0,7.0,2.0,10.0,4.0,6.0,1.0,8.0,9.0,Яблоко
1061477440,2022-01-18 18:49:38,2022-01-18 18:49:38,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_50,Наркозависимого,,,,,,Полностью согласен,Затрудняюсь ответить,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,1.0,4.0,5.0,1.0,3.0,1.0,10.0,5.0,5.0,3.0,Зелёные
1061358261,2022-01-18 17:31:34,2022-01-18 17:31:34,Мужской,более 50,малый город (до 50 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,2.0,2.0,3.0,4.0,3.0,5.0,5.0,7.0,2.0,2.0,3.0,Партия пенсионеров
1061353502,2022-01-18 17:28:28,2022-01-18 17:28:28,Мужской,более 50,малый город (до 50 тыс. жителей),male_50,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,2.0,1.0,3.0,3.0,1.0,5.0,6.0,7.0,3.0,2.0,4.0,Партия пенсионеров
1061121090,2022-01-18 15:07:54,2022-01-18 15:07:54,Женский,более 50,посёлок городского типа,female_50,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Скорее доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,7.0,10.0,1.0,10.0,9.0,1.0,8.0,8.0,8.0,КПРФ
1060509692,2022-01-18 07:57:35,2022-01-18 07:57:35,Женский,более 50,средний город (50-100 тыс. жителей),female_50,,,,,,Не против любого из перечисленных,Затрудняюсь ответить,Скорее не согласен,Скорее не согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,8.0,1.0,2.0,3.0,5.0,5.0,4.0,2.0,7.0,2.0,ЛДПР
1057993137,2022-01-16 11:23:06,2022-01-16 11:23:06,Мужской,30-49,посёлок городского типа,female_50,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,10.0,10.0,6.0,6.0,1.0,1.0,5.0,1.0,5.0,5.0,ЛДПР
1057967158,2022-01-16 10:56:56,2022-01-16 10:56:56,Женский,30-49,крупный город (свыше 500 тыс. жителей),male_50,,,,,,Не против любого из перечисленных,Скорее согласен,Скорее согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,8.0,8.0,5.0,2.0,10.0,4.0,8.0,1.0,10.0,8.0,Единая Россия
1057753369,2022-01-16 06:01:18,2022-01-16 06:01:18,Мужской,более 50,средний город (50-100 тыс. жителей),male_50,Наркозависимого,,Гомосексуала,Иммигранта,Человека другой религии,,Затрудняюсь ответить,Полностью не согласен,Затрудняюсь ответить,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно не доверяю,1.0,1.0,1.0,2.0,2.0,2.0,2.0,8.0,1.0,1.0,2.0,Партия пенсионеров
