ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?"
1049883550,2022-01-10 15:32:25,2022-01-10 15:32:25,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,5.0,8.0,8.0,2.0,10.0,10.0,7.0,3.0,5.0,5.0,Родина
1049879366,2022-01-10 15:29:04,2022-01-10 15:29:04,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Не очень часто,Мы должны пускать всех желающих,Затрудняюсь ответить,1.0,1.0,6.0,10.0,1.0,10.0,1.0,5.0,1.0,1.0,5.0,ЛДПР
1049878658,2022-01-10 15:28:31,2022-01-10 15:28:31,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,10.0,7.0,10.0,1.0,10.0,4.0,1.0,1.0,4.0,5.0,Партия Роста
1049876554,2022-01-10 15:26:51,2022-01-10 15:26:51,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,3.0,10.0,6.0,10.0,5.0,5.0,3.0,10.0,7.0,ЛДПР
1049876215,2022-01-10 15:26:34,2022-01-10 15:26:34,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,10.0,1.0,10.0,10.0,5.0,10.0,10.0,1.0,КПРФ
1049876121,2022-01-10 15:26:30,2022-01-10 15:26:30,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,5.0,КПРФ
1049873951,2022-01-10 15:24:41,2022-01-10 15:24:41,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,1.0,5.0,10.0,5.0,10.0,10.0,6.0,1.0,1.0,5.0,Единая Россия
1049873369,2022-01-10 15:24:13,2022-01-10 15:24:13,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,2.0,3.0,5.0,8.0,10.0,10.0,6.0,4.0,4.0,4.0,Единая Россия
1049870569,2022-01-10 15:22:01,2022-01-10 15:22:01,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее не согласен,Полностью не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,6.0,4.0,9.0,10.0,5.0,5.0,5.0,8.0,6.0,Единая Россия
1049870303,2022-01-10 15:21:49,2022-01-10 15:21:49,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,6.0,7.0,3.0,10.0,5.0,6.0,1.0,1.0,4.0,Единая Россия
1049870011,2022-01-10 15:21:34,2022-01-10 15:21:34,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,Запретить приезжать сюда из других стран,Скорее не доверяю,1.0,1.0,1.0,10.0,1.0,10.0,5.0,7.0,1.0,5.0,5.0,Единая Россия
1049869903,2022-01-10 15:21:30,2022-01-10 15:21:30,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,3.0,3.0,6.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,Партия Роста
1049868677,2022-01-10 15:20:27,2022-01-10 15:20:27,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,,,,,,Не против любого из перечисленных,Затрудняюсь ответить,Скорее согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,2.0,10.0,1.0,10.0,2.0,10.0,10.0,5.0,10.0,10.0,2.0,Зелёные
1049868480,2022-01-10 15:20:17,2022-01-10 15:20:17,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,Мы должны пускать всех желающих,Скорее не доверяю,1.0,6.0,10.0,10.0,6.0,10.0,10.0,1.0,6.0,6.0,10.0,Яблоко
1049868080,2022-01-10 15:19:57,2022-01-10 15:19:57,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,2.0,6.0,8.0,4.0,8.0,4.0,7.0,6.0,7.0,6.0,Справедливая Россия - За Правду
1049867573,2022-01-10 15:19:31,2022-01-10 15:19:31,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,,,Гомосексуала,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,5.0,2.0,8.0,3.0,5.0,2.0,2.0,3.0,Партия пенсионеров
1049867507,2022-01-10 15:19:28,2022-01-10 15:19:28,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,,,Гомосексуала,Иммигранта,,,Затрудняюсь ответить,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,5.0,1.0,8.0,9.0,7.0,1.0,5.0,5.0,Единая Россия
1049866963,2022-01-10 15:18:58,2022-01-10 15:18:58,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Скорее согласен,Одобряю,Совсем не часто,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,10.0,10.0,10.0,1.0,10.0,1.0,1.0,10.0,10.0,10.0,Единая Россия
1049864458,2022-01-10 15:16:52,2022-01-10 15:16:52,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,1.0,1.0,6.0,1.0,9.0,7.0,10.0,1.0,5.0,7.0,Единая Россия
1049863867,2022-01-10 15:16:23,2022-01-10 15:16:23,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Полностью не согласен,Затрудняюсь ответить,Никогда бы не посетил,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,5.0,1.0,4.0,5.0,5.0,1.0,10.0,1.0,КПРФ
1049862471,2022-01-10 15:15:14,2022-01-10 15:15:14,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,,,Скорее не согласен,Полностью не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,Полностью доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,10.0,1.0,10.0,5.0,5.0,2.0,10.0,2.0,Справедливая Россия - За Правду
1049861649,2022-01-10 15:14:34,2022-01-10 15:14:34,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,Человека другой религии,,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,10.0,1.0,10.0,1.0,10.0,10.0,1.0,6.0,10.0,6.0,Партия Роста
1049861638,2022-01-10 15:14:34,2022-01-10 15:14:34,Женский,30-49,сельский населённый пункт,female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Скорее согласен,Абсолютно согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,3.0,1.0,1.0,2.0,10.0,1.0,6.0,1.0,7.0,3.0,КПРФ
1049859397,2022-01-10 15:12:45,2022-01-10 15:12:45,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,3.0,8.0,1.0,5.0,5.0,1.0,1.0,10.0,1.0,Зелёные
1049858574,2022-01-10 15:12:03,2022-01-10 15:12:03,Мужской,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,10.0,4.0,10.0,10.0,5.0,9.0,9.0,5.0,Справедливая Россия - За Правду
1049857773,2022-01-10 15:11:22,2022-01-10 15:11:22,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,7.0,3.0,10.0,10.0,5.0,1.0,10.0,3.0,Справедливая Россия - За Правду
1049856485,2022-01-10 15:10:14,2022-01-10 15:10:14,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,"Ни согласен, ни несогласен",Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Одобряю,Не очень часто,Затрудняюсь ответить,Затрудняюсь ответить,1.0,1.0,4.0,10.0,1.0,4.0,5.0,4.0,1.0,1.0,4.0,КПРФ
1049855791,2022-01-10 15:09:38,2022-01-10 15:09:38,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Полностью не согласен,Скорее согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Скорее доверяю,1.0,10.0,10.0,10.0,2.0,10.0,10.0,1.0,10.0,10.0,10.0,Гражданская платформа
1049855632,2022-01-10 15:09:29,2022-01-10 15:09:29,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,Запретить приезжать сюда из других стран,Затрудняюсь ответить,5.0,1.0,1.0,10.0,5.0,5.0,10.0,5.0,1.0,1.0,1.0,Единая Россия
1049855546,2022-01-10 15:09:25,2022-01-10 15:09:25,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее не согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,5.0,5.0,3.0,6.0,10.0,6.0,5.0,5.0,5.0,ЛДПР
1049854796,2022-01-10 15:08:46,2022-01-10 15:08:46,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,1.0,1.0,8.0,5.0,10.0,10.0,10.0,1.0,10.0,10.0,Единая Россия
1049847119,2022-01-10 15:02:01,2022-01-10 15:02:01,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,7.0,4.0,10.0,5.0,5.0,6.0,6.0,4.0,Единая Россия
1049846367,2022-01-10 15:01:22,2022-01-10 15:01:22,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Абсолютно согласен,Мог бы посетить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,1.0,2.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,Единая Россия
1049846270,2022-01-10 15:01:17,2022-01-10 15:01:18,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,5.0,5.0,10.0,1.0,10.0,10.0,5.0,10.0,8.0,8.0,Патриоты России
1049842933,2022-01-10 14:58:26,2022-01-10 14:58:26,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,,,,,,Полностью не согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,1.0,4.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,Справедливая Россия - За Правду
1049839817,2022-01-10 14:55:46,2022-01-10 14:55:46,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Затрудняюсь ответить,Скорее согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,8.0,9.0,5.0,1.0,3.0,7.0,5.0,1.0,1.0,1.0,Единая Россия
1049837490,2022-01-10 14:53:55,2022-01-10 14:53:55,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,3.0,3.0,7.0,1.0,10.0,10.0,8.0,8.0,8.0,9.0,Единая Россия
1049836128,2022-01-10 14:52:51,2022-01-10 14:52:51,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,Мы должны пускать всех желающих,Скорее доверяю,1.0,9.0,1.0,10.0,2.0,10.0,10.0,1.0,10.0,10.0,2.0,Зелёные
1049831943,2022-01-10 14:49:18,2022-01-10 14:49:18,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,5.0,9.0,6.0,6.0,1.0,6.0,1.0,8.0,6.0,КПРФ
1049828164,2022-01-10 14:46:08,2022-01-10 14:46:08,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,1.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0,Справедливая Россия - За Правду
1049823823,2022-01-10 14:42:25,2022-01-10 14:42:25,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,5.0,6.0,6.0,1.0,7.0,3.0,2.0,2.0,2.0,2.0,КПРФ
1049823652,2022-01-10 14:42:16,2022-01-10 14:42:16,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,8.0,7.0,10.0,6.0,10.0,6.0,3.0,5.0,9.0,7.0,Зелёные
1049821868,2022-01-10 14:40:42,2022-01-10 14:40:42,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,7.0,9.0,2.0,8.0,7.0,6.0,9.0,7.0,10.0,Зелёные
1049821762,2022-01-10 14:40:36,2022-01-10 14:40:36,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Совсем не часто,Затрудняюсь ответить,Скорее доверяю,1.0,1.0,1.0,5.0,1.0,10.0,5.0,5.0,1.0,5.0,1.0,КПРФ
1049819598,2022-01-10 14:38:43,2022-01-10 14:38:43,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,5.0,5.0,5.0,1.0,10.0,10.0,6.0,1.0,5.0,10.0,Справедливая Россия - За Правду
1049818628,2022-01-10 14:37:53,2022-01-10 14:37:53,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее доверяю,Скорее согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,3.0,7.0,2.0,9.0,9.0,3.0,2.0,2.0,4.0,Справедливая Россия - За Правду
1049817571,2022-01-10 14:37:01,2022-01-10 14:37:01,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Затрудняюсь ответить,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,7.0,6.0,6.0,10.0,8.0,10.0,3.0,3.0,5.0,Справедливая Россия - За Правду
1049817196,2022-01-10 14:36:41,2022-01-10 14:36:41,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Затрудняюсь ответить,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,7.0,1.0,10.0,1.0,10.0,10.0,1.0,1.0,10.0,6.0,Яблоко
1049816445,2022-01-10 14:36:05,2022-01-10 14:36:05,Женский,30-49,сельский населённый пункт,female_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,10.0,1.0,5.0,1.0,10.0,3.0,1.0,1.0,7.0,6.0,Единая Россия
1049813368,2022-01-10 14:33:37,2022-01-10 14:33:37,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,1.0,1.0,1.0,6.0,1.0,2.0,6.0,9.0,1.0,1.0,3.0,Единая Россия
