ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q223: Which party would you vote for if there were a national election tomorrow,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex
1067721735,2022-01-22 22:08:50,2022-01-22 22:08:50,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,3.0,5.0,8.0,9.0,10.0,5.0,4.0,8.0,6.0,КПРФ,False,False,False,False,False,1,2,2,2,2,3,4,-1,3,2,3,2,3,0,1.0,1.0,3.0,5.0,8.0,9.0,4.0,8.0,6.0
1067721557,2022-01-22 22:08:43,2022-01-22 22:08:43,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Мог бы посетить,Затрудняюсь ответить,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,3.0,10.0,10.0,5.0,3.0,5.0,1.0,8.0,3.0,5.0,2.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,5,2,-1,3,3,3,3,1,3.0,10.0,10.0,5.0,3.0,5.0,3.0,5.0,2.0
1067712748,2022-01-22 22:01:46,2022-01-22 22:01:46,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,Затрудняюсь ответить,Скорее не доверяю,1.0,1.0,3.0,2.0,5.0,5.0,3.0,7.0,1.0,1.0,5.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,4,3,2,2,3,2,-1,1,1.0,1.0,3.0,2.0,5.0,5.0,1.0,1.0,5.0
1067712218,2022-01-22 22:01:23,2022-01-22 22:01:23,Мужской,30-49,посёлок городского типа,male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,Затрудняюсь ответить,Скорее не доверяю,1.0,1.0,1.0,1.0,5.0,5.0,10.0,5.0,1.0,3.0,5.0,КПРФ,False,False,False,False,False,1,2,2,2,2,2,5,2,4,4,3,1,-1,0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,5.0
1067710850,2022-01-22 22:00:22,2022-01-22 22:00:22,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Совсем не часто,Мы должны пускать всех желающих,Скорее доверяю,1.0,10.0,9.0,7.0,2.0,8.0,8.0,5.0,1.0,1.0,4.0,Единая Россия,True,False,False,False,True,1,2,2,2,2,3,3,3,2,2,2,4,1,1,1.0,10.0,9.0,7.0,2.0,8.0,1.0,1.0,4.0
1067710503,2022-01-22 22:00:05,2022-01-22 22:00:05,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Абсолютно не доверяю,5.0,1.0,1.0,1.0,5.0,10.0,10.0,10.0,5.0,10.0,5.0,КПРФ,False,False,False,False,False,1,2,1,1,2,1,1,2,4,3,4,1,4,0,5.0,1.0,1.0,1.0,5.0,10.0,5.0,10.0,5.0
1067708279,2022-01-22 21:58:19,2022-01-22 21:58:19,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью согласен,Абсолютно согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,8.0,8.0,8.0,1.0,10.0,1.0,6.0,1.0,1.0,5.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,1,1,-1,-1,2,1,-1,3,0,1.0,8.0,8.0,8.0,1.0,10.0,1.0,1.0,5.0
1067707733,2022-01-22 21:57:53,2022-01-22 21:57:53,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Затрудняюсь ответить,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно доверяю,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,1.0,1.0,1.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,1,-1,3,3,3,1,2,2,1,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0
1067707604,2022-01-22 21:57:46,2022-01-22 21:57:46,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,,,Иммигранта,,,Полностью согласен,"Ни согласен, ни несогласен",Скорее согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,10.0,10.0,5.0,Единая Россия,False,False,False,False,False,2,2,2,1,2,1,3,-1,2,2,2,-1,3,1,1.0,5.0,5.0,5.0,1.0,5.0,10.0,10.0,5.0
1067707533,2022-01-22 21:57:43,2022-01-22 21:57:43,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,2.0,5.0,1.0,10.0,10.0,1.0,1.0,1.0,Родина,False,True,False,False,True,1,2,1,1,2,1,5,2,2,2,4,3,3,0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0
1067706649,2022-01-22 21:56:58,2022-01-22 21:56:58,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,3.0,3.0,6.0,5.0,3.0,4.0,7.0,7.0,5.0,5.0,3.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,2,4,2,3,3,3,2,2,0,3.0,3.0,6.0,5.0,3.0,4.0,5.0,5.0,3.0
1067706622,2022-01-22 21:56:57,2022-01-22 21:56:57,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,5.0,1.0,5.0,1.0,10.0,1.0,3.0,5.0,Единая Россия,False,False,False,False,False,1,2,1,2,2,1,5,3,1,2,3,4,3,1,1.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,5.0
1067705494,2022-01-22 21:56:02,2022-01-22 21:56:02,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,5.0,1.0,10.0,5.0,5.0,10.0,10.0,5.0,5.0,10.0,10.0,Справедливая Россия - За Правду,False,False,False,False,False,2,2,1,2,2,2,5,2,3,2,3,2,2,0,5.0,1.0,10.0,5.0,5.0,10.0,5.0,10.0,10.0
1066010947,2022-01-21 18:06:22,2022-01-21 18:06:22,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,Полностью не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,Мы должны пускать всех желающих,Скорее доверяю,2.0,5.0,7.0,6.0,6.0,9.0,7.0,7.0,6.0,6.0,8.0,Коммунистическая партия Коммунисты России,False,False,False,False,False,1,2,2,2,2,-1,2,-1,3,4,2,2,1,0,2.0,5.0,7.0,6.0,6.0,9.0,6.0,6.0,8.0
1066007338,2022-01-21 18:03:43,2022-01-21 18:03:43,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,5.0,5.0,2.0,2.0,9.0,6.0,6.0,2.0,2.0,3.0,КПРФ,False,False,False,False,False,1,2,2,2,2,3,3,2,3,3,3,1,3,0,2.0,5.0,5.0,2.0,2.0,9.0,2.0,2.0,3.0
1066003464,2022-01-21 18:00:59,2022-01-21 18:00:59,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Затрудняюсь ответить,Скорее не согласен,Не одобряю,Очень часто,Затрудняюсь ответить,Скорее доверяю,1.0,1.0,1.0,6.0,3.0,3.0,8.0,5.0,2.0,8.0,5.0,Яблоко,False,False,False,False,False,1,2,1,2,2,2,4,2,4,-1,2,1,-1,0,1.0,1.0,1.0,6.0,3.0,3.0,2.0,8.0,5.0
1066002393,2022-01-21 18:00:12,2022-01-21 18:00:12,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,2.0,1.0,1.0,9.0,2.0,10.0,1.0,1.0,6.0,Единая Россия,False,False,False,False,False,1,2,1,1,2,1,5,3,2,2,3,-1,3,1,1.0,1.0,2.0,1.0,1.0,9.0,1.0,1.0,6.0
1066002283,2022-01-21 18:00:07,2022-01-21 18:00:07,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,6.0,1.0,6.0,6.0,6.0,10.0,10.0,10.0,2.0,6.0,10.0,ЛДПР,False,False,False,False,False,1,2,1,1,2,1,5,3,2,3,3,2,3,0,6.0,1.0,6.0,6.0,6.0,10.0,2.0,6.0,10.0
1066001767,2022-01-21 17:59:46,2022-01-21 17:59:46,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,5.0,8.0,6.0,6.0,1.0,1.0,2.0,8.0,ЛДПР,False,False,False,False,False,1,2,1,2,2,2,5,3,2,2,-1,4,3,0,1.0,1.0,1.0,5.0,8.0,6.0,1.0,2.0,8.0
1066000391,2022-01-21 17:58:50,2022-01-21 17:58:50,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,КПРФ,False,False,False,False,False,1,2,2,2,2,1,5,3,4,4,4,1,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1065998432,2022-01-21 17:57:32,2022-01-21 17:57:32,Мужской,30-49,сельский населённый пункт,male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,10.0,10.0,3.0,10.0,4.0,5.0,2.0,10.0,10.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,2,5,3,2,3,3,-1,3,0,1.0,1.0,10.0,10.0,3.0,10.0,2.0,10.0,10.0
1065997584,2022-01-21 17:56:59,2022-01-21 17:56:59,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,,,,,,Не против любого из перечисленных,Полностью согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,6.0,2.0,6.0,1.0,7.0,9.0,3.0,10.0,5.0,7.0,10.0,КПРФ,False,False,False,False,False,2,2,2,2,2,1,5,2,2,2,3,2,3,0,6.0,2.0,6.0,1.0,7.0,9.0,5.0,7.0,10.0
1065997375,2022-01-21 17:56:51,2022-01-21 17:56:51,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,3.0,4.0,4.0,3.0,10.0,4.0,6.0,1.0,3.0,7.0,КПРФ,False,False,False,False,False,1,2,2,1,2,2,5,2,3,3,2,3,3,0,1.0,3.0,4.0,4.0,3.0,10.0,1.0,3.0,7.0
1065996912,2022-01-21 17:56:33,2022-01-21 17:56:33,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью не согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,7.0,4.0,9.0,10.0,6.0,7.0,8.0,5.0,Коммунистическая партия Коммунисты России,False,False,False,False,False,1,2,1,1,2,4,5,2,4,3,-1,1,3,0,1.0,1.0,1.0,7.0,4.0,9.0,7.0,8.0,5.0
1065996472,2022-01-21 17:56:16,2022-01-21 17:56:16,Мужской,30-49,посёлок городского типа,male_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,1.0,1.0,10.0,9.0,5.0,1.0,7.0,1.0,Единая Россия,False,True,False,False,True,1,2,1,2,2,1,5,3,2,2,-1,-1,3,1,1.0,1.0,1.0,1.0,1.0,10.0,1.0,7.0,1.0
1065994570,2022-01-21 17:55:05,2022-01-21 17:55:05,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,,,Гомосексуала,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Не очень часто,Затрудняюсь ответить,Скорее доверяю,4.0,1.0,2.0,4.0,4.0,8.0,5.0,5.0,1.0,9.0,2.0,Справедливая Россия - За Правду,False,False,False,False,False,2,2,1,2,2,3,3,-1,3,3,2,3,-1,0,4.0,1.0,2.0,4.0,4.0,8.0,1.0,9.0,2.0
1065991577,2022-01-21 17:53:07,2022-01-21 17:53:07,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,2.0,10.0,10.0,10.0,1.0,10.0,8.0,9.0,3.0,5.0,10.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,2,2,2,2,2,3,3,2,2,2,3,0,2.0,10.0,10.0,10.0,1.0,10.0,3.0,5.0,10.0
1065990718,2022-01-21 17:52:31,2022-01-21 17:52:31,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,,Человека другой расы,,Иммигранта,Человека другой религии,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Абсолютно не согласен,Одобряю,Затрудняюсь ответить,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,7.0,Единая Россия,False,False,False,False,False,2,1,2,1,1,3,3,3,1,1,1,-1,1,1,1.0,1.0,1.0,3.0,3.0,1.0,1.0,7.0,7.0
1065990091,2022-01-21 17:52:05,2022-01-21 17:52:05,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью доверяю,Полностью доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,4.0,3.0,3.0,10.0,10.0,7.0,3.0,8.0,6.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,5,3,1,1,4,4,3,1,1.0,1.0,4.0,3.0,3.0,10.0,3.0,8.0,6.0
1065990030,2022-01-21 17:52:03,2022-01-21 17:52:03,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,2.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,Единая Россия,True,False,False,False,True,1,2,1,2,2,2,5,-1,2,2,3,4,3,1,1.0,2.0,2.0,5.0,4.0,3.0,5.0,5.0,5.0
1065989964,2022-01-21 17:52:00,2022-01-21 17:52:00,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,,,Иммигранта,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,7.0,6.0,3.0,10.0,10.0,6.0,1.0,2.0,9.0,Единая Россия,False,False,False,False,False,2,2,2,1,2,2,5,3,2,2,-1,4,3,1,1.0,1.0,7.0,6.0,3.0,10.0,1.0,2.0,9.0
1065989566,2022-01-21 17:51:45,2022-01-21 17:51:45,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,,,Полностью не согласен,Скорее не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,Запретить приезжать сюда из других стран,Абсолютно не доверяю,3.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,1.0,КПРФ,False,True,False,False,True,1,1,1,1,2,4,4,3,3,3,4,2,4,0,3.0,1.0,3.0,5.0,5.0,3.0,1.0,5.0,1.0
1065988504,2022-01-21 17:51:01,2022-01-21 17:51:01,Мужской,более 50,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,2.0,1.0,3.0,1.0,1.0,10.0,1.0,1.0,2.0,Родина,False,False,True,False,False,1,2,1,2,2,1,5,3,2,2,4,4,3,0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0
1065988341,2022-01-21 17:50:54,2022-01-21 17:50:54,Женский,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Полностью не доверяю,Абсолютно согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,4.0,4.0,8.0,9.0,7.0,6.0,10.0,8.0,ЛДПР,False,False,False,True,False,1,2,2,2,2,2,1,3,3,4,2,2,3,0,1.0,1.0,1.0,4.0,4.0,8.0,6.0,10.0,8.0
1065988060,2022-01-21 17:50:43,2022-01-21 17:50:43,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,5.0,8.0,8.0,5.0,8.0,10.0,7.0,4.0,10.0,5.0,Партия пенсионеров,True,False,False,False,True,1,2,2,2,2,2,2,3,4,3,3,1,3,0,1.0,5.0,8.0,8.0,5.0,8.0,4.0,10.0,5.0
1065987358,2022-01-21 17:50:14,2022-01-21 17:50:14,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,5.0,3.0,5.0,4.0,5.0,7.0,3.0,7.0,2.0,6.0,1.0,Зелёные,False,False,False,False,False,1,2,2,2,2,2,4,3,-1,-1,3,-1,3,0,5.0,3.0,5.0,4.0,5.0,7.0,2.0,6.0,1.0
1065987122,2022-01-21 17:50:05,2022-01-21 17:50:05,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,8.0,6.0,8.0,3.0,10.0,2.0,3.0,2.0,1.0,8.0,Коммунистическая партия Коммунисты России,False,False,False,False,False,1,2,2,2,2,3,3,3,2,3,4,2,3,0,1.0,8.0,6.0,8.0,3.0,10.0,2.0,1.0,8.0
