ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex
1068282177,2022-01-23 12:04:39,2022-01-23 12:04:39,Женский,30-49,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Полностью согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Полностью не доверяю,Скорее согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,10.0,1.0,10.0,1.0,10.0,10.0,4.0,1.0,10.0,5.0,Партия Роста,False,False,True,False,False,1,1,1,1,1,3,1,3,3,4,3,2,3,1.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,5.0
1068278786,2022-01-23 12:01:51,2022-01-23 12:01:51,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,8.0,7.0,9.0,5.0,10.0,10.0,5.0,10.0,10.0,10.0,Справедливая Россия - За Правду,False,False,False,False,False,1,1,1,1,1,4,2,3,3,2,1,1,3,1.0,8.0,7.0,9.0,5.0,10.0,10.0,10.0,10.0
1068256093,2022-01-23 11:44:22,2022-01-23 11:44:22,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,1.0,10.0,10.0,5.0,10.0,5.0,6.0,10.0,6.0,7.0,10.0,КПРФ,False,False,False,False,False,1,1,1,1,1,3,5,2,3,3,3,1,2,1.0,10.0,10.0,5.0,10.0,5.0,6.0,7.0,10.0
1068250755,2022-01-23 11:40:02,2022-01-23 11:40:02,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,1.0,1.0,1.0,10.0,1.0,6.0,8.0,5.0,3.0,7.0,6.0,Единая Россия,True,False,False,False,True,1,1,1,1,1,-1,5,3,3,3,2,-1,-1,1.0,1.0,1.0,10.0,1.0,6.0,3.0,7.0,6.0
1068232814,2022-01-23 11:25:35,2022-01-23 11:25:35,Женский,до 29,малый город (до 50 тыс. жителей),female_29,Наркозависимого,,,Иммигранта,Человека другой религии,,Скорее не согласен,Полностью согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Полностью не доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,10.0,1.0,1.0,1.0,10.0,10.0,1.0,5.0,5.0,5.0,ЛДПР,False,False,False,False,False,1,1,1,1,1,3,1,3,3,4,3,3,3,1.0,10.0,1.0,1.0,1.0,10.0,5.0,5.0,5.0
1068216480,2022-01-23 11:12:31,2022-01-23 11:12:31,Мужской,30-49,крупный город (свыше 500 тыс. жителей),female_29,,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Не очень часто,Запретить приезжать сюда из других стран,Скорее не доверяю,1.0,1.0,9.0,9.0,1.0,10.0,1.0,10.0,1.0,9.0,10.0,Единая Россия,False,True,True,True,True,1,1,1,1,1,1,5,3,2,2,3,3,4,1.0,1.0,9.0,9.0,1.0,10.0,1.0,9.0,10.0
1068211024,2022-01-23 11:07:49,2022-01-23 11:07:49,Женский,до 29,сельский населённый пункт,female_29,Наркозависимого,,,,,,Скорее согласен,Полностью согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,3.0,1.0,8.0,5.0,10.0,6.0,4.0,1.0,4.0,5.0,Единая Россия,False,False,False,False,False,1,1,1,1,1,2,1,3,2,2,1,3,3,1.0,3.0,1.0,8.0,5.0,10.0,1.0,4.0,5.0
1068204349,2022-01-23 11:02:13,2022-01-23 11:02:13,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно не доверяю,1.0,1.0,5.0,1.0,3.0,5.0,1.0,4.0,1.0,1.0,3.0,КПРФ,False,False,True,False,False,1,1,1,1,1,2,5,3,3,3,4,2,2,1.0,1.0,5.0,1.0,3.0,5.0,1.0,1.0,3.0
1068203037,2022-01-23 11:01:04,2022-01-23 11:01:04,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее не согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,1.0,10.0,5.0,10.0,5.0,5.0,1.0,10.0,5.0,ЛДПР,False,False,False,False,False,1,1,1,1,1,-1,4,2,3,3,2,2,3,1.0,5.0,1.0,10.0,5.0,10.0,1.0,10.0,5.0
1068196945,2022-01-23 10:55:39,2022-01-23 10:55:39,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,10.0,8.0,10.0,6.0,8.0,10.0,5.0,2.0,9.0,9.0,КПРФ,True,False,False,False,True,1,1,1,1,1,4,1,2,4,-1,2,1,2,1.0,10.0,8.0,10.0,6.0,8.0,2.0,9.0,9.0
1068173071,2022-01-23 10:35:36,2022-01-23 10:35:36,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее согласен,Полностью согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,10.0,4.0,6.0,3.0,10.0,3.0,8.0,3.0,3.0,3.0,ЛДПР,False,False,False,False,False,1,1,1,1,1,2,1,-1,3,2,-1,-1,3,1.0,10.0,4.0,6.0,3.0,10.0,3.0,3.0,3.0
1068158107,2022-01-23 10:22:38,2022-01-23 10:22:38,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Уже посещал,Скорее не доверяю,Скорее доверяю,Скорее согласен,Не одобряю,Очень часто,Мы должны пускать всех желающих,Абсолютно доверяю,1.0,10.0,6.0,10.0,1.0,10.0,10.0,1.0,5.0,7.0,10.0,Зелёные,False,False,False,False,False,1,1,1,1,1,4,1,1,3,2,1,1,1,1.0,10.0,6.0,10.0,1.0,10.0,5.0,7.0,10.0
1068145974,2022-01-23 10:11:50,2022-01-23 10:11:50,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,8.0,5.0,10.0,5.0,10.0,10.0,5.0,1.0,7.0,4.0,КПРФ,True,False,False,False,True,1,1,1,1,1,3,3,2,3,3,2,2,3,1.0,8.0,5.0,10.0,5.0,10.0,1.0,7.0,4.0
1068117540,2022-01-23 09:45:27,2022-01-23 09:45:27,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью согласен,Полностью согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Полностью доверяю,Абсолютно согласен,Одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно доверяю,1.0,5.0,2.0,1.0,1.0,9.0,10.0,5.0,1.0,1.0,5.0,ЛДПР,True,True,False,False,True,1,1,1,1,1,1,1,3,2,1,1,2,2,1.0,5.0,2.0,1.0,1.0,9.0,1.0,1.0,5.0
1068112132,2022-01-23 09:40:31,2022-01-23 09:40:31,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,3.0,2.0,10.0,1.0,10.0,10.0,7.0,5.0,8.0,3.0,КПРФ,False,False,False,False,False,1,1,1,1,1,2,3,3,3,3,3,2,3,1.0,3.0,2.0,10.0,1.0,10.0,5.0,8.0,3.0
1068110707,2022-01-23 09:39:13,2022-01-23 09:39:13,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,Иммигранта,,,Полностью не согласен,Скорее согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,9.0,1.0,10.0,1.0,10.0,10.0,1.0,5.0,10.0,1.0,Яблоко,True,False,False,False,True,1,1,1,1,1,4,2,2,4,3,2,1,3,1.0,9.0,1.0,10.0,1.0,10.0,5.0,10.0,1.0
1068071254,2022-01-23 09:01:18,2022-01-23 09:01:18,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,Человека другой расы,Гомосексуала,Иммигранта,Человека другой религии,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,4.0,2.0,1.0,10.0,4.0,10.0,7.0,6.0,3.0,1.0,1.0,ЛДПР,False,False,False,False,False,1,1,1,1,1,3,3,3,3,3,3,-1,3,4.0,2.0,1.0,10.0,4.0,10.0,3.0,1.0,1.0
1068054065,2022-01-23 08:43:14,2022-01-23 08:43:14,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,Затрудняюсь ответить,Скорее не доверяю,2.0,7.0,5.0,5.0,2.0,1.0,2.0,8.0,1.0,1.0,2.0,Справедливая Россия - За Правду,True,False,False,False,True,1,1,1,1,1,2,3,-1,-1,2,3,2,-1,2.0,7.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0
1068039353,2022-01-23 08:25:54,2022-01-23 08:25:54,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Абсолютно не согласен,Затрудняюсь ответить,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,5.0,10.0,1.0,1.0,10.0,5.0,5.0,5.0,5.0,Справедливая Россия - За Правду,False,False,True,False,False,1,1,1,1,1,3,4,-1,4,3,2,1,3,1.0,5.0,5.0,10.0,1.0,1.0,5.0,5.0,5.0
1068029539,2022-01-23 08:13:28,2022-01-23 08:13:28,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,1.0,1.0,1.0,4.0,1.0,6.0,4.0,4.0,1.0,2.0,4.0,Единая Россия,True,False,False,False,True,1,1,1,1,1,2,3,3,2,2,3,-1,-1,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,4.0
1068011190,2022-01-23 07:49:12,2022-01-23 07:49:12,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Полностью согласен,Абсолютно согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,10.0,1.0,10.0,1.0,10.0,1.0,1.0,8.0,10.0,3.0,Яблоко,False,False,False,False,False,1,1,1,1,1,3,1,3,3,3,2,1,2,1.0,10.0,1.0,10.0,1.0,10.0,8.0,10.0,3.0
1068009794,2022-01-23 07:47:15,2022-01-23 07:47:15,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее согласен,Затрудняюсь ответить,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,4.0,3.0,8.0,3.0,5.0,3.0,5.0,5.0,8.0,4.0,Зелёные,True,False,True,False,True,1,1,1,1,1,3,3,-1,2,2,3,2,3,2.0,4.0,3.0,8.0,3.0,5.0,5.0,8.0,4.0
1067988885,2022-01-23 07:16:07,2022-01-23 07:16:07,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,Абсолютно не согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,1.0,10.0,5.0,4.0,6.0,1.0,8.0,10.0,1.0,4.0,4.0,ЛДПР,True,False,False,False,True,1,1,1,1,1,4,1,-1,-1,2,2,-1,-1,1.0,10.0,5.0,4.0,6.0,1.0,1.0,4.0,4.0
1067980152,2022-01-23 07:00:18,2022-01-23 07:00:18,Женский,30-49,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,6.0,8.0,6.0,1.0,5.0,8.0,5.0,3.0,5.0,5.0,Единая Россия,False,False,True,False,False,1,1,1,1,1,-1,-1,3,3,2,2,3,2,1.0,6.0,8.0,6.0,1.0,5.0,3.0,5.0,5.0
1067949501,2022-01-23 05:53:02,2022-01-23 05:53:02,Женский,до 29,малый город (до 50 тыс. жителей),female_29,Наркозависимого,,,Иммигранта,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,5.0,5.0,8.0,6.0,10.0,5.0,6.0,8.0,8.0,8.0,КПРФ,False,False,False,False,False,1,1,1,1,1,2,3,3,3,3,3,3,3,1.0,5.0,5.0,8.0,6.0,10.0,8.0,8.0,8.0
1067946498,2022-01-23 05:44:22,2022-01-23 05:44:22,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,"Ни согласен, ни несогласен",Скорее не согласен,Затрудняюсь ответить,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,10.0,1.0,10.0,10.0,1.0,1.0,10.0,1.0,Справедливая Россия - За Правду,False,False,False,False,False,1,1,1,1,1,4,3,-1,4,3,3,1,3,1.0,1.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0
1067940942,2022-01-23 05:27:48,2022-01-23 05:27:48,Женский,30-49,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,Иммигранта,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,8.0,4.0,10.0,10.0,5.0,7.0,5.0,3.0,КПРФ,False,False,True,False,False,1,1,1,1,1,2,5,2,3,3,2,1,3,1.0,1.0,1.0,8.0,4.0,10.0,7.0,5.0,3.0
1067938053,2022-01-23 05:18:29,2022-01-23 05:18:29,Женский,30-49,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Мы должны пускать всех желающих,Затрудняюсь ответить,1.0,3.0,2.0,4.0,3.0,6.0,8.0,8.0,7.0,6.0,3.0,Зелёные,True,False,True,False,True,1,1,1,1,1,2,2,3,-1,2,-1,-1,1,1.0,3.0,2.0,4.0,3.0,6.0,7.0,6.0,3.0
1067935343,2022-01-23 05:09:52,2022-01-23 05:09:52,Женский,до 29,сельский населённый пункт,female_29,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,10.0,6.0,10.0,3.0,6.0,6.0,3.0,10.0,10.0,8.0,ЛДПР,True,False,False,False,True,1,1,1,1,1,2,3,2,4,3,2,2,3,1.0,10.0,6.0,10.0,3.0,6.0,10.0,10.0,8.0
1067925928,2022-01-23 04:35:59,2022-01-23 04:35:59,Женский,до 29,сельский населённый пункт,female_29,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Очень часто,Затрудняюсь ответить,Скорее доверяю,1.0,1.0,4.0,10.0,1.0,10.0,10.0,1.0,8.0,2.0,8.0,ЛДПР,True,False,False,False,True,1,1,1,1,1,-1,5,3,4,3,2,1,-1,1.0,1.0,4.0,10.0,1.0,10.0,8.0,2.0,8.0
1067898060,2022-01-23 02:35:43,2022-01-23 02:35:43,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_29,,,,,,Не против любого из перечисленных,Скорее не согласен,Полностью согласен,Скорее не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,10.0,5.0,1.0,1.0,10.0,10.0,1.0,10.0,10.0,5.0,ЛДПР,False,False,True,False,False,1,1,1,1,1,3,1,3,4,3,3,1,3,1.0,10.0,5.0,1.0,1.0,10.0,10.0,10.0,5.0
1067886311,2022-01-23 01:53:38,2022-01-23 01:53:38,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Скорее не согласен,Затрудняюсь ответить,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,1.0,1.0,6.0,Справедливая Россия - За Правду,False,False,False,False,False,1,1,1,1,1,3,-1,3,3,3,2,2,3,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,6.0
1067880780,2022-01-23 01:37:36,2022-01-23 01:37:36,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,Иммигранта,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,5.0,1.0,3.0,1.0,3.0,8.0,8.0,1.0,3.0,1.0,Единая Россия,False,False,True,False,False,1,1,1,1,1,2,3,3,2,2,3,-1,3,1.0,5.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0
1067879664,2022-01-23 01:34:49,2022-01-23 01:34:49,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Затрудняюсь ответить,"Ни согласен, ни несогласен",Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Скорее часто,Затрудняюсь ответить,Скорее не доверяю,1.0,5.0,8.0,10.0,1.0,10.0,7.0,1.0,8.0,9.0,10.0,Зелёные,True,False,True,False,True,1,1,1,1,1,-1,3,-1,3,-1,3,2,-1,1.0,5.0,8.0,10.0,1.0,10.0,8.0,9.0,10.0
1067869446,2022-01-23 01:07:26,2022-01-23 01:07:26,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Затрудняюсь ответить,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,5.0,5.0,9.0,1.0,10.0,9.0,1.0,5.0,5.0,7.0,Единая Россия,True,False,True,False,True,1,1,1,1,1,4,-1,3,-1,-1,-1,-1,-1,1.0,5.0,5.0,9.0,1.0,10.0,5.0,5.0,7.0
1067859058,2022-01-23 00:44:42,2022-01-23 00:44:42,Женский,до 29,крупный город (свыше 500 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Скорее согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,8.0,8.0,10.0,4.0,10.0,10.0,5.0,10.0,10.0,10.0,Яблоко,False,False,False,False,False,1,1,1,1,1,4,2,3,-1,-1,1,2,3,1.0,8.0,8.0,10.0,4.0,10.0,10.0,10.0,10.0
1067830036,2022-01-22 23:56:06,2022-01-22 23:56:06,Женский,30-49,малый город (до 50 тыс. жителей),female_29,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,1.0,10.0,2.0,10.0,7.0,6.0,5.0,5.0,7.0,ЛДПР,False,False,True,False,False,1,1,1,1,1,2,5,3,3,3,-1,2,3,1.0,1.0,1.0,10.0,2.0,10.0,5.0,5.0,7.0
1067828214,2022-01-22 23:53:45,2022-01-22 23:53:45,Женский,до 29,средний город (50-100 тыс. жителей),female_29,Наркозависимого,,,,,,Полностью не согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,7.0,5.0,10.0,5.0,10.0,10.0,5.0,1.0,7.0,6.0,Гражданская сила,False,False,False,False,False,1,1,1,1,1,4,2,3,2,2,1,2,3,1.0,7.0,5.0,10.0,5.0,10.0,1.0,7.0,6.0
